,eff_singlef_alk,eff_singlef_pem,alk_singlef,alk_singlef_s,alk_singlef_l,alk_singlef_sl,pem_singlef,pem_singlef_s,pem_singlef_l,pem_singlef_sl,alk_doublef,alk_doublef_s,alk_doublef_l,alk_doublef_sl,pem_doublef,pem_doublef_s,pem_doublef_l,pem_doublef_sl
2002,64.13530019817459,58.14947281072434,1663.6516134498509,1454.686487190695,1160.0008514503622,1288.8650651244207,1913.052762376873,1728.557951651202,1418.7846883517254,1460.1919925113468,1668.0268963977858,1458.5122070292366,1325.121150972996,1292.2546866629916,2277.405616317946,2057.77261591595,1551.399762002527,1738.2946827436833
2003,64.19714006953626,58.42304723531377,1591.6511311614058,1373.1740993909932,1090.1677091165523,1202.0082697577363,1848.8322920708097,1653.6752015644522,1345.8151549001832,1373.5637913645865,1618.0937762951035,1395.9871108016569,1270.8951591903751,1221.977644643162,2181.106487319379,1950.8755475119467,1450.6250979994668,1620.422203214936
2004,64.25903956749482,58.69790873891144,1522.7667276287661,1296.229203915781,1025.3195908480866,1121.0047658685633,1786.7676790873677,1582.0364423749722,1277.0549216961767,1292.0749453659262,1569.6554261440172,1336.1424087726498,1219.4810997471811,1155.522498327047,2088.879326080721,1849.5315626435083,1357.0193133566966,1510.5425695299855
2005,64.3209987495428,58.974063376806875,1456.8635433829088,1223.5958643767874,964.9426739601454,1045.4600993330143,1726.7865520973849,1513.5011413575369,1212.1487894530173,1215.4205541366252,1522.667099347417,1278.8631948726102,1170.6222427947503,1092.6814005094957,2000.5519511750974,1753.4521900062828,1269.9125287053237,1408.1137927110838
2006,64.38301767322812,59.25151723277778,1393.8125554813575,1155.0324856106809,908.6087460462476,975.0063983452919,1668.818969250324,1447.9348537962674,1150.7981204108498,1143.3138059955363,1477.0853888172617,1224.0394889509516,1124.1059981913859,1033.2578073970694,1915.9594617941236,1662.3639437887525,1188.7375421140082,1312.630635653097
2007,64.44509639615431,59.530276419224336,1333.4903249115346,1090.3110100780411,855.9546811060494,909.3005820315242,1612.7973366175786,1385.208959246338,1092.7468077288008,1075.4849048184358,1432.868186875859,1171.5660256064868,1079.7529977057825,977.065863891521,1834.9439298900434,1576.007545206575,1113.0054375443456,1223.622121006081
2008,64.50723497598032,59.810347077303305,1275.7787549263141,1029.2161592917275,806.6680174650478,848.0226897855218,1558.6563293736062,1325.2004092211075,1037.7714940330675,1011.6800605632042,1389.97464635736,1121.3420520703264,1037.4094549740553,923.9298223034984,1757.3541053355095,1494.1371844766632,1042.288506030249,1140.6492080465996
2009,64.56943347042078,60.091735377063706,1220.5648598382697,971.5447177511218,760.476552380976,790.8743231906783,1506.332815622982,1267.79148580968,985.6745873596159,951.660539683691,1348.3651428738638,1073.2711347534776,996.9416809611529,873.6834926786033,1683.0451335505554,1416.5198211301952,976.2079805877727,1063.3026270786731
2010,64.6316919372459,60.37444751758252,1167.7405438202811,917.1048570007558,717.1406586052151,737.5771929410349,1455.7657827845499,1212.8695707513452,936.2791702087184,895.2017718792149,1308.0012382109412,1027.2609740874725,958.2320579764877,826.1697230164018,1611.8782850695914,1342.934520672894,914.4250286334279,991.2008606823277
2011,64.69401043428167,60.658489727101696,1117.2023892793297,865.7154975648237,676.4474930165487,687.8717636855483,1406.8962664468488,1160.3269245139973,889.4252203099206,842.0925098376537,1268.8456448190866,983.2232273027047,921.1760255947347,781.2399077569538,1543.7206965435448,1273.1718257044984,856.6340018304155,923.9882618522789
2012,64.75638901940977,60.943868263164724,1068.8514543890994,817.2057066352254,638.2065503857326,641.5159901964151,1359.6672816117393,1110.0604749429517,844.9667588422893,792.1340388280087,1230.8621913679815,941.0733388039927,885.6797842459775,738.7535229973233,1478.445122693637,1207.033159707253,802.5572829297439,861.3332997442113
2013,64.81882775056769,61.23058941275483,1022.593079385236,771.4141295098786,602.2461928185343,598.2841387073101,1314.0237562463521,1061.971615065892,802.7696659724777,745.1394331852475,1194.0157893320538,900.7303778179033,851.658517866267,698.5776869846579,1415.9296987535827,1144.3302618063137,751.941283023698,802.9269243756352
2014,64.88132668574886,61.51865949243374,978.3367012437299,728.1884528898855,568.4108997769051,557.9656876817058,1269.9124670654758,1015.966009656925,762.7099838673109,700.932856905279,1158.27240057617,862.1168829998654,819.0349986072889,660.5867445109965,1356.0577129570313,1084.8846508933575,704.5532809489644,748.481042215332
2015,64.94388588300257,61.80808484848026,935.9956763797638,687.3848982505149,536.5590590303924,520.3643026585711,1227.281977469804,971.9534101805264,724.6725805565751,659.3489057332591,1123.5990059118037,825.1587137029674,787.7384772451458,624.6618739101264,1298.717388645071,1028.5271175876794,660.178888198938,697.7270951417944
2016,65.00650540043404,62.09887185703039,895.4871110200278,648.8677436008732,506.5611697527077,485.29688018344456,1186.082577567555,929.8474777522918,688.5500840643846,620.2319882835743,1089.9635745943528,789.7849076225979,757.7037903126221,590.6907154271753,1243.8016755873255,975.0972425889764,618.6199846885867,650.4147357615403
2017,65.06918529620461,62.39102692421808,856.7316989161388,612.5088720413609,478.2983639354602,452.5926561690238,1146.2662262095412,889.5656137691936,654.2420211118474,583.4357438758271,1057.3350347337002,755.927544543843,728.8706337895351,558.5670197987323,1191.2080501269338,924.4429400507012,579.693013434927,606.3105925530726
2018,65.13192562853163,62.68455648631577,819.6535660816647,578.1873456174609,451.6611767434263,422.092374343517,1107.7864949700997,851.0287978770722,621.6541121690731,548.8224949086399,1025.683244590419,723.5216159298124,701.1829663323939,528.1903159442825,1140.8383237763117,876.4200246742074,543.2275521457736,565.1971187455265
2019,65.19472645568864,62.97946700987654,784.1801222487064,545.7890030523457,426.5485138163358,393.647510737372,1070.5985140085786,814.1614329575694,590.697687092534,516.2627317222721,994.9789647313629,692.5049001006879,674.5885143612256,499.4655967297373,1092.5984599063586,830.891801291503,509.06510098157827,526.8715192540274
2020,65.25758783600529,63.275764991876436,750.2419187531713,515.2060800202202,402.86677605990775,367.11955043190227,1034.658919748157,778.8911968302874,561.2891945825047,485.63462802250206,965.1938310186716,662.8178427636368,649.0383580484825,472.3030218200833,1046.3983981868878,787.728675768305,477.0580410655586,491.14475037872637
2021,65.32050982786754,63.573456959858,717.7725125706836,486.33685069749157,380.5291116366377,342.3793130480148,999.9258043112181,745.1489003794817,533.3497852705683,456.82358505286203,936.3003284074772,634.4034426644022,624.4865821682992,446.61763669197927,1002.1518864505149,746.8077861199032,447.0687294586518,457.84058733354243
2022,65.38349248971761,63.8725494720734,686.7083362367265,459.0852893992921,359.4547716545143,319.30632369026023,966.3586666520087,712.8683518267248,506.8049530990308,429.72180280950096,908.271765527876,607.2071421408068,600.8899793967129,422.32910692727,959.7763196661256,708.0126527898083,418.9687045017678,426.7947550050961
2023,65.4465358800541,64.17304911762925,656.9885733964604,433.36075117598705,339.56855113660424,297.7882262830813,933.9183653298298,681.9862268834456,481.58422326597343,404.2278766944122,881.0822500279099,581.1767223682143,578.2077963707679,399.36146695657465,919.1925857212125,671.2328470956401,392.637981493418,397.8541176541785
2024,65.50964005743201,64.47496251663212,628.5550397406572,409.07767030730287,320.8003007044075,277.7202364424355,902.5670728676012,652.4419445285872,457.6208777176903,380.24641809786954,854.7066646545591,556.2622030956506,556.4015148680548,377.64288246694923,880.3249177253784,636.3636768986898,367.96442319941104,370.8759235630573
2025,65.57280508046277,64.77829632033371,601.3520690944604,386.15527569106393,303.084497352378,259.0046312184364,872.2682316425905,624.1775481676927,434.8517112140817,357.6876974904078,829.1206440508654,532.4157466802068,535.4346620367173,357.10542573065385,843.1007525589857,603.3058886022019,344.84317309489484,345.7271009026267
2026,65.63603100781432,65.0830572112778,575.32640443611,364.51732217997716,286.35986496461646,241.5502732243395,842.986511257876,597.137591940276,413.21681254349465,336.4673086889128,804.3005522475423,509.5915662353521,515.2726448141709,337.684863152245,807.4505954030845,571.9653846302695,323.17614181366076,322.28360134629355
2027,65.69931789821125,65.38925190344726,550.4270936322223,344.0918369727662,270.56903699536963,225.27216683452292,814.6877673448414,571.2690319524913,392.65936664616197,316.5058530406904,780.2234608284821,487.7458377168903,495.8826046124917,319.3204543695693,773.307889997621,542.2529555831337,302.8715392380422,300.42978819294433
2028,65.76266581043465,65.69688714241242,526.6053896854577,324.81088021609156,255.65825512559482,210.09104429034886,787.3390017486024,546.5211222216477,373.1254743110481,297.72864234377323,756.8671277497929,466.83661577766065,477.23328908442363,301.95476228028815,740.6088943857237,514.084026306446,283.8434461612346,280.0578659808222
2029,65.8260748033224,66.00596970547899,503.8146552994074,306.61031902103133,241.57709880853088,195.9329796984281,760.9083240501058,522.8453151285963,354.5639868073296,280.0654193920093,734.209976792989,446.8237532295285,459.2949383656644,285.5334733998027,709.2925619120884,487.3784151517244,266.0114206067938,261.0673487788797
2030,65.88954493576902,66.31650640183771,482.0102715737052,289.4296141423475,228.27824149453883,182.72902904156996,735.3649143798032,500.1951661825336,336.9263533487958,263.45009509919834,712.2310776331707,427.66882395790503,442.03918365137145,270.0052279886727,679.3004272532966,462.0601057427345,249.30013478228673,243.36456453289037
2031,65.95307626672589,66.62850407271469,461.14955065068943,273.21161861105185,215.71723002998476,170.41489444945358,710.678987479714,478.5262429115103,320.1664797056244,247.82050121878206,690.9101265039567,409.33504914091884,425.4389563354742,255.32145941830674,650.5764972672935,438.05703059812896,233.63903933873274,226.86219302149044
2032,66.01666885520117,66.94196959152147,441.191652142655,257.902387650488,203.85228429408238,158.930611094155,686.821757971899,457.7960376998987,304.24059660102506,233.11815773383512,670.2274274411388,391.78722663144015,409.4684062397115,241.4362422724207,623.0671464582488,415.3008659944624,218.9620521518177,211.4788351430872
2033,66.08032276025997,67.25690986400672,422.0975031759461,243.4509992436024,192.64411460026017,148.22025518581432,663.7654067928596,437.96388440180573,289.1071367822216,219.28805404699324,650.1638740878952,374.99166336648875,394.1028277016096,228.3061487092851,596.7210168616506,393.72683748564293,205.2072692704237,197.13861140909046
2034,66.14403804102434,67.57333182840881,403.82972189546206,229.80938475462915,182.05575476715038,138.23167164651954,641.4830487547202,418.99087856688163,274.7266198523776,206.2784431516518,630.7009320445951,358.9161106741418,379.31859248782115,215.89011263542164,571.4889221626737,373.2735355252315,192.31669601955107,183.77078766302228
2035,66.2078147566733,67.89124245560791,386.3525442797782,216.93216904177459,172.05240907542498,128.91622013628958,619.9487011953715,400.83980112202124,261.0615441049393,194.04064801428228,611.8206217470454,343.52970235382105,365.0930886612934,204.14930126601453,547.3237558689448,353.8827406668393,180.23599651859166,171.30942617936367
2036,66.27165296644297,68.21064874928003,369.63175412357697,204.77651952906288,162.60131158398622,120.22853819439065,599.137253681024,383.47504535924264,248.0762847240685,182.52887944341475,593.5055018572116,328.8028954109746,351.40466466390444,193.04699367025864,524.1804033661003,335.4992578449439,168.91426009729275,159.69306042109292
2037,66.33555272962654,68.53155774605109,353.6346160503945,193.30200373537758,153.6715964928465,112.12632034260974,579.0244387257935,366.8625470864999,235.73699781171132,171.70006476383062,575.7386531512153,314.7074133324605,338.23257798680197,182.54846592183273,502.0156576920798,318.0707592645116,158.30378327271885,148.8643918516999
2038,66.39951410557444,68.85397651565242,338.32981142443185,182.47045478673323,145.2341784184507,104.57011207477473,559.586803494304,350.9697178044829,224.01152977916857,161.5136866549555,558.5036628895833,301.21619179361306,325.5569478923363,172.620882495247,480.78813887285816,301.5476354521773,148.3598660996281,138.77000730615063
2039,66.46353715369428,69.1779121610758,323.6873770360137,172.2458444644831,137.26164159700835,97.52311772934685,540.8016824541394,335.7653807781975,212.8693317028752,151.93163155038226,541.7846096554463,288.3033266928411,313.35871172833674,163.23319356842788,460.458216669033,285.88285404500084,139.04062183102954,129.36011552670814
2040,66.52762193345092,69.50337181873023,309.67864644069743,162.59416336720886,129.72813715757925,90.951021309523,522.6471709463833,321.2197098780248,202.28137829427789,142.91804703135864,525.5660486465483,275.94402441389997,301.6195844396365,154.35603791031076,440.9879365890391,271.0318259148709,130.3067989304156,120.58830156407686
2041,66.59176850436666,69.83036265859963,296.2761938370939,153.48330778763005,122.60928771339158,84.82181937827912,505.10209964337974,307.304171070225,192.2200911743616,134.43920768062307,509.8329974076097,264.11455422040433,290.32202093604224,145.96165104973963,422.34094903086356,256.9522782474594,122.12161456632482,112.41129783241814
2042,66.65597692602107,70.15889188439995,283.45378037360024,144.8829729283091,115.88209861070652,79.10566521464735,488.1460098639344,293.9914664421356,182.6592661768348,126.46338889467145,494.5709219897361,252.7922026911216,279.44918102151956,138.02377843842413,404.4824414199723,243.60413421447205,114.45059879659338,104.78877068895487
2043,66.72024725805126,70.48896673373834,271.18630277890037,136.76455210093673,109.52487525195711,73.77472347232424,471.7591297171785,281.2554806522506,173.57400443168117,118.96074818231797,479.7657235242117,241.95523010860495,268.9848966282838,130.51759333639973,387.37907321676204,230.94939889668112,107.2614487163198,97.68312148546195
2044,66.7845795601518,70.82059447827288,259.4497442156457,129.1010415739118,103.51714597625444,68.80303463284764,455.9223510472781,269.0712297001289,164.94064700394338,111.90321350540121,465.4037251981537,231.58282871738132,258.9136411323019,123.41961916312383,370.9989136721662,218.9520511330012,100.52389190203598,91.05930111029636
2045,66.84897389207482,71.15378242387209,248.22112726115662,121.866950751742,97.83959003746648,64.16638859330556,440.6172071520705,257.414811915627,156.736712882161,105.26437824385295,451.471659620113,221.65508277160004,249.2205005549671,116.70765607139383,355.3113822152945,207.57794098782213,94.20955853637513,84.88463710621386
2046,66.9134303136301,71.48853791077633,237.47846892301797,115.03821738746454,92.47397026930432,59.84220677297716,425.82585124974133,246.2633610713603,148.940840127636,99.01940239214076,437.95665656383596,212.15293029537628,239.89114647963265,110.36071151440095,340.2871913616995,196.79469254467014,88.29186164365859,79.12867251118071
2047,66.97794888468499,71.82486831375934,227.200737601538,108.59212754608251,87.40307006960782,55.809432164821764,411.53103566830316,235.59500152633362,141.53273001003114,93.14491961737485,424.84623107897556,203.0581264824567,230.9118105324482,104.35893458878354,325.89829203577216,186.57161174955093,82.74588490839375,73.76301562727996
2048,67.04252966516471,72.1627810422911,217.36781191484076,102.50724005281418,82.61063437316892,52.04842679642539,397.7160917337075,225.38880531281904,134.49309396745272,87.61894983135046,412.1282719576622,194.35320866488982,222.2692602945755,98.68355394831639,312.11782120514954,176.87959904164606,77.54827758618757,68.76119997667834
2049,67.10717271505214,72.5022835407004,207.96044130591653,96.76331517481484,78.08131431482613,48.5408761010551,384.3649103330993,215.62475108225783,127.80360324017757,82.42081694938366,399.7910305463791,186.02146278347362,213.95077652827783,93.31681909405916,298.92005172938025,167.69106652265805,72.67715605074879,64.0985537538699
2050,67.17187809438805,72.8433832883392,198.96020835456008,91.34124729918037,73.8006153130238,45.26969973316839,371.4619231305556,206.2836848296705,121.44684103703791,77.53107152824063,387.82310989272906,178.04689129557326,205.94413161251472,88.2419448573372,286.2803443292176,158.97985942904347,68.11201155187022,59.75207813027168
